,Project ID,Project Name,Project Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,Additional Issuance Certifications
132,4000,DelAgua Clean Cooking Grouped Project in The Gambia,DelAgua Health Rwanda (Voluntary) Limited.,Energy demand,,VMR0006,Under validation,Gambia,5297382,Africa,,2023-01-01,2029-12-31,
133,3994,Hubei Jinnonggu AWMS GHG Mitigation Project,"Hubei Jinnonggu Agriculture and Animal Husbandry Technology Co., Ltd","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Under validation,China,65470,Asia,,2021-11-01,2028-10-31,
134,3990,Inner Mongolia Yitulihe-Genhe Afforestation Project,INNER MONGOLIA DAXING’ANLING CARBON SINK TECHNOLOGY CO.LTD,Agriculture Forestry and Other Land Use,ARR,ACM0003,Under validation,China,13339,Asia,,2020-05-10,2080-05-09,
135,3991,Sichuan Huashun PET Recycling Project,"Sichuan Huashun Haitian Chemical Fiber Co., Ltd.",Waste handling and disposal,,AMS-III.AJ.,Under validation,China,59506,Asia,,2021-01-01,2027-12-31,
136,3993,CARBON GROUP PROGRAM FOR SUSTAINABLE LOW CARBON CROP AND GRASSLAND MANAGEMENT IN ARGENTINA,Carbon Group Agro-Climatic Solutions LLC,Agriculture Forestry and Other Land Use,ALM,VM0042,Rejected by Administrator,Argentina,61506,Latin America,,2019-08-01,2039-07-31,
137,3984,"Leyuan ANIMAL Husbandry Weixian Co., Ltd. NO. 4 Pasture Wastes Recycling Project","Hebei Zhonghai Huaneng Energy Co., Ltd",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.D.,Registration and verification approval requested,China,57220,Asia,,2021-03-21,2028-03-20,
138,3983,Improved Cookstove Distribution in Ghana by EKI Phase-II,EKI Energy Services Limited,Energy demand,,VMR0006,Under validation,Ghana,3978,Africa,,2023-01-15,2030-01-14,
139,3985,Grouped Electric bikes project in Africa,MAUTO HOLDCO,Transport,,AMS-III.C.,Under validation,Togo,65806,Africa,,2022-06-20,2029-06-19,
140,3980,Xinjiang Muge Swine Farm Manure Management System GHG Mitigation Project,"Aksu Xingjiang Muge FOOD Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Under validation,China,415544,Asia,,2021-08-01,2028-07-31,
141,3981,Qinghai Muge Swine Farm Manure Management System GHG Mitigation Project,"Golmud Xingjiang MUGE FOOD Co., Ltd","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Under validation,China,156579,Asia,,2021-09-01,2028-08-31,
142,3977,Adjusted Water Management in Rice Cultivation in West of Fuling District in Chongqing City,"Chongqing Tanray Technology Co.,Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,51982,Asia,,2020-04-20,2027-04-19,
143,3978,Adjusted Water Management in Rice Cultivation in East of Fuling District in Chongqing City,"Chongqing Tanray Technology Co.,Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,51919,Asia,,2020-04-20,2027-04-19,
144,3971,Adjusted Water Management in Rice Cultivation in North Anyi,"Jiangxi Green Energy Agricultural Development Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,76357,Asia,,2020-04-10,2027-04-09,
145,3972,Adjusted Water Management in Rice Cultivation in South Anyi,"Jiangxi Green Energy Agricultural Development Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,73541,Asia,,2020-04-10,2027-04-09,
146,3975,Improved cookstoves for refugees in Uganda,POWA International,Energy demand,,VMR0006,Under validation,Uganda,833907,Africa,,2022-10-01,2029-09-30,
147,3968,Zhejiang Jia’ao Biodiesel Production Project,"Zhejiang Jia’ao Green New Energy Co., Ltd.",Chemical industry; Transport,,ACM0017,Under validation,China,389796,Asia,,2022-05-24,2029-05-23,
148,3969,Hebei Handan Damingchang Biogas Recovery and Utilization Project,"Daming Jiujin Energy Co., Ltd",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.D.,Under validation,China,28723,Asia,,2022-08-26,2029-08-25,
149,3970,Carbon In Flavor and Arome Forests (C-BOSAR),Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Colombia,15658,Latin America,,2022-07-01,2072-06-30,
150,3966,Karaman Landfill Gas to Electricity Project,FMH Enerji Ticaret Limited Şirketi,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Under validation,Turkey,80864,Europe,,2022-01-01,2028-12-31,
151,3967,"VALLE LAGUNARE - VAL DOGA', CAPOSILE - VENICE CARBON CREDIT ASSESSMENT IN CONTROLLED LAGOON ENVIRONMENT",Società Agricola Blue Valley Srl,Agriculture Forestry and Other Land Use,ARR,VM0033,Under validation,Italy,150531,Europe,,2022-01-01,2041-12-31,
152,3961,Inner Mongolia Alihe-Jiwen Afforestation Project,INNER MONGOLIA DAXING’ANLING CARBON SINK TECHNOLOGY CO.LTD,Agriculture Forestry and Other Land Use,ARR,ACM0003,Under validation,China,8874,,,2020-05-08,2080-05-07,
153,3963,SMG - Nepal Cookstove Program in Terai Region of Himalayas,Shri Maa Marketing Private Limited,Energy demand,,VMR0006,Under validation,Nepal,103960,Asia,,2022-12-01,2029-11-30,
154,3958,Adjusted Water Management in Rice Cultivation in Zhijiang City,Sinochem Agriculture Holdings,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,42981,Asia,,2020-05-25,2030-05-24,
155,3959,Jiangsu Qidong Yongyin Recycled PET Project,"Jiangsu Yongyin Chemical Fibre Co., Ltd.",Waste handling and disposal,,AMS-III.AJ.,Registration and verification approval requested,China,55207,Asia,,2021-03-10,2028-03-09,
156,3956,Grouped Project for Philippines Cookstove Program,Sustainability Investment Promotion and Development Joint Stock Company,Energy demand,,VMR0006,Under validation,Philippines,20697232,Asia,,2023-01-01,2032-12-31,
157,3954,SUSTAINABLE CHARCOAL AND IMPROVED COOKSTOVE INITIATIVE USING MICRO-GASIFIER IN INDIA,"ECONEXUS Carbon Credit Co., Ltd.,",Chemical industry; Energy demand; Energy industries (renewable/non-renewable sources),,AMS-I.E.; VMR0006; AMS-III.BG,Under validation,India,3386214,Asia,,2022-09-10,2029-09-09,
158,3955,Grouped Project for Philippines Water Purifier Program,Sustainability Investment Promotion and Development Joint Stock Company,Energy demand,,AMS-III.AV.,Under validation,Philippines,3795168,Asia,,2023-01-01,2032-12-31,
159,3953,RUQI MOBILITY GUANGZHOU ELECTRIC VEHICLE IN PASSENGER TRANSPORTATION Phase 2 PROJECT,"Guangzhou Qichen Technology Co., Ltd.",Transport,,AMS-III.C.,Registration requested,China,51313,Asia,,2021-04-01,2031-03-31,
160,3950,Gansu Muge Swine Farm Manure Management System GHG Mitigation Project,"Hui County XINGJIANG Muge Breeding Co., LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0010,Under validation,China,68384,Asia,,2021-06-01,2028-05-31,
161,3951,Hunan Changde Muge Swine Farm Manure Management System GHG Mitigation Project,"Changde Dingcheng District Xingjiang Muge Breeding Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0010,Under validation,China,91680,Asia,,2021-09-01,2028-08-31,
162,3947,Adjusted Water Management in Rice Cultivation in Cangxi County in Sichuan Province,"Sichuan Cangxi Urban Investment Carbon Sink Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,58445,Asia,,2020-04-26,2027-04-25,
163,3948,Danjingshan Adjusted Water Management in Rice Cultivation,"Sichuan Huixiang Ecological Agriculture Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,56653,Asia,,2020-05-08,2030-05-07,
164,3949,Waste Management Project-1 by GLOBAL CARBON SOLUTIONS,Global Carbon Solutions,Energy industries (renewable/non-renewable sources); Transport; Waste handling and disposal,,AMS-III.D.; AMS-III.AO.; AMS-III.AQ,Under validation,India,39331,Asia,,2021-02-21,2028-02-20,
165,3944,Jinmu AWMS GHG Mitigation Project in Liaoning Province,"Henan Yangxiang Breeding Co., Ltd",Waste handling and disposal,,AMS-III.D.,Under validation,China,42683,Asia,,2021-06-24,2031-06-23,
166,3945,Yangxiang AWMS GHG Mitigation Project In Anhui Province,"Henan Yangxiang Breeding Co., Ltd",Waste handling and disposal,,AMS-III.D.; AMS-III.F.,Under validation,China,22872,Asia,,2021-06-01,2031-05-31,
167,3942,Installation of high efficiency cookstoves in Uttar Pradesh and Madhya Pradesh  (India),Climanext Private Limited,Energy demand,,VMR0006,Under validation,India,380912,Asia,,2023-02-01,2030-01-31,
168,3941,Installation of high efficiency wood burning cookstoves in South Africa,C-Quest Capital CR Stoves Pte. Ltd.,Energy demand,,VMR0006,Under validation,South Africa,2009308,Africa,,2023-01-01,2032-12-31,
169,3939,Distribution of LED Lamps for replacing ICLs in India,Climanext Private Limited,Energy demand,,AMS-II.C.,Under validation,India,53799,Asia,,2023-02-01,2033-01-31,
170,3940,Lianzhou Landfill Gas Power Generation Project,"Lianzhou Dongkang Renewable Energy Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registration requested,China,82464,Asia,,2021-06-01,2028-05-31,
171,3937,"Improved Cook Stove Project 1, Nkhata Bay District, Malawi - CER Conversion",Multiple Proponents,Energy demand,,AMS-II.G.,Units Transferred from Approved GHG Program,Malawi,32672,Africa,,2014-10-27,2024-10-26,
172,3935,Angovo Maharitra,CARBON CREDITS CONSULTING S.R.L.,Energy demand,,AMS-II.G.,Under development,Madagascar,44683,Africa,,2022-12-31,2029-12-30,
173,3936,Mila Rano - Safe water access for Madagascar,CARBON CREDITS CONSULTING S.R.L.,Energy demand,,AMS-III.AV.,Under validation,Madagascar,12294,Africa,,,,
174,3934,Tianpeng Adjusted Water Management in Rice Cultivation,"Sichuan Huixiang Ecological Agriculture Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,56539,Asia,,2020-05-11,2030-05-10,
175,3926,Shuchuan Adjusted Water Management in Rice Cultivation,"Sichuan Huixiang Ecological Agriculture Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,55471,Asia,,2020-05-02,2030-05-01,
176,3930,Fujian Wuyishan Adjusted Water Management in Rice Cultivation,"Zhejiang Zhongzheng Forestry Development Co.,Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,36316,Asia,,2020-05-15,2027-05-14,
177,3920,TOHMA Biomass Power Plant,TOHMA Biyogaz Enerji Limited Şirketi,Waste handling and disposal,,AM0073,Under validation,Turkey,105535,Europe,,2021-06-29,2028-06-28,
178,3921,Fujian Wuping Improved Forest Management Project,Jiangxi Huapeng Low-carbon Technology Limited,Agriculture Forestry and Other Land Use,IFM,VM0010,Under validation,China,429218,Asia,,2020-03-02,2050-03-01,
179,3922,Isorka: Electric Vehicle Charging Iceland,Ísorka ehf,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Under validation,Iceland,37544,Europe,,2021-01-01,2030-12-31,
180,3911,NEC AND SAKYU IFM -THE 1ST PILOT FOR FSC FOREST IN JAPAN-,Multiple Proponents,Agriculture Forestry and Other Land Use,IFM,VM0010,Rejected by Administrator,Japan,249,Asia,,2019-09-01,2039-08-31,
181,3912,VCS PROJECT FOR FARMERS ADOPTING ALTERNATE WETTING AND DRYING (AWD) METHOD FOR RICE CULTIVATION IN MADHYA PRADESH,Varaha ClimateAg Private Limited,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,India,51150,Asia,,2019-05-01,2026-04-30,
182,3914,Guizhou Feitian 21 & Miluo & Mayixi CMM Power Generation Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Under validation,China,511185,Asia,,2021-12-30,2031-12-29,
183,3915,Henan Mengjin CMM Power Generation Project,"Mengjin Branch of Henan Qingtian New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Under validation,China,134087,Asia,,2022-04-01,2032-03-31,
184,3917,Sequoia cookstoves in Togo,Sequoia Plantation Togo SAU,Energy demand,,VMR0006,Under validation,Togo,791101,Africa,,2022-10-01,2029-09-30,
185,3904,Shine I – Distribution of LED Lightbulbs in South India,C-Quest Capital SG India LED Private Limited,Energy demand,,AMS-II.C.,Under validation,India,887546,Asia,,2023-01-01,2032-12-31,
186,3905,Shine I – Distribution of LED Lightbulbs in North India,C-Quest Capital SG India LED Private Limited,Energy demand,,AMS-II.C.,Under validation,India,3110616,Asia,,2023-01-01,2032-12-31,
187,3906,Shine I – Distribution of LED Lightbulbs in North-East India,C-Quest Capital SG India LED Private Limited,Energy demand,,AMS-II.C.,Under validation,India,1486707,Asia,,2023-01-01,2032-12-31,
188,3907,Shine I – Distribution of LED Lightbulbs in East India,C-Quest Capital SG India LED Private Limited,Energy demand,,AMS-II.C.,Under validation,India,1033087,Asia,,2023-01-01,2032-12-31,
189,3910,ENHANCING LIVELIHOOD OF TRIBAL COMMUNITIES VIA CARBON FINANCE PROJECT,Varaha ClimateAg Private Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Rejected by Administrator,India,959464,Asia,,2018-05-01,2038-04-30,
190,3908,INEGOL INTEGRATED SOLID WASTE STORAGE AND DISPOSAL FACILITY,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Under validation,Turkey,113959,Middle East,,2020-12-31,2027-12-30,
191,3909,Armatec Animal Manure Methane Recovery and Utilization Plant,Multiple Proponents,Waste handling and disposal,,AM0073,Registration requested,Turkey,172770,Middle East,,2021-06-29,2028-06-28,
192,3901,Anhua LFG Power Generation Project,Anhua Yuanjing Environmental Protection Technology Co. LtD.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registration and verification approval requested,China,97392,Asia,,2021-03-25,2031-03-24,
193,3898,Guizhou Jinsha CMM Power Generation Project,"Jinsha Yonder Southwest New Energy Development Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Under validation,China,506021,Asia,,2021-08-01,2031-07-31,
194,3902,LA GIOIA CARBON FARMING IN NORTHERN ITALY,Rivulis Pte. Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Italy,213,Europe,,2022-06-01,2047-05-31,
195,3899,Barutçuoğlu Landfill Gas to Electricity Power Plant,Barutçuoğlu İnşaat Sanayi ve Ticaret Limited Şirketi,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Under validation,Turkey,16126,Europe,,2021-05-26,2028-05-25,
196,3897,"Mangrove restoration project in Wenchang and Changjiang, Hainan",Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0033,Under validation,China,4672,Asia,,2021-05-03,2061-05-02,
197,3892,RESTORATION OF HOMESTAED LAND  OF POOR RURAL COMMUNITIES IN  ASSAM AND MEGHALAYA,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM; ARR,ACM0003,Under validation,India,139876,,,2023-01-01,2042-12-31,
198,3890,Elmadag Biogas Power Plant,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.D.,Registration requested,Turkey,32858,Middle East,,2020-12-31,2027-12-30,
199,3889,Household Biogas Project in Madhya Pradesh & Jharkhand,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registration and verification approval requested,India,30154,Asia,,2021-03-01,2031-02-28,
200,3882,Adjusted Water Management in Rice Cultivation In Guangshui City,"Wuhan Haimingsen Environmental Protection Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,58541,Asia,,2020-05-22,2030-05-21,
201,3883,Shuzhou Adjusted Water Management in Rice Cultivation,"Sichuan Huixiang Ecological Agriculture Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,55884,Asia,,2020-05-04,2030-05-03,
202,3884,Installation of high efficiency cookstoves in Sub Saharan Africa by BURN,Multiple Proponents,Energy demand,,VMR0006,Under validation,Kenya,26670118,Africa,,2022-05-19,2029-05-18,
203,3878,Improved Cookstove Distribution by Climate Detox Private Limited - Phase III,Climate Detox Private Limited,Energy demand,,VMR0006,Under validation,India,368478,Asia,,2022-08-16,2029-08-15,
204,3880,Xinfeng AWMS GHG Mitigation Project in Liaoning province,"Henan Yangxiang Breeding Co., Ltd",Waste handling and disposal,,ACM0010,Under validation,China,82781,Asia,,2021-04-24,2031-04-23,
205,3879,Guangdong Huaiji IFM (conversion  of  logged  to  protected  forest)  Project,"Huaiji County Weizhou Construction Investment and Development Group Co., Ltd",Agriculture Forestry and Other Land Use,IFM,VM0010,Rejected by Administrator,China,106187,Asia,,2018-11-01,2038-10-31,
